RefSeq ID,Gene symbol,hsa-miR-16-5p,hsa-miR-106b-5p,hsa-miR-200a-3p,hsa-miR-200b-3p,hsa-miR-215-5p,hsa-let-7c-5p,hsa-miR-103a-3p
NM_001619,ADRBK1,-0.195,0.039,0,0.153,-0.096,0.05,-0.322
NM_001624,AIM1,-0.024,-0.049,0.485,0.372,-0.134,-0.072,-0.107
NM_001625,AK2,-0.006,-0.09,0.03,-0.08,0.048,0.105,-0.057
NM_001627,ALCAM,0.155,-0.052,0.01,-0.28,-0.855,-0.171,-0.008
NM_001628,AKR1B1,0.227,0.206,0.2,-0.03,-0.111,-0.001,-0.078
NM_001640,APEH,0.259,-0.002,0.035,-0.151,0.27,-0.094,-0.419
NM_001641,APEX1,0.105,0.091,-0.087,0.052,0.084,-0.097,0.049
NM_001642,APLP2,0.02,0.143,0.113,-0.32,0.14,0.053,0.136
NM_001643,APOA2,-0.122,-0.065,-0.046,-0.022,0.165,-0.034,0.108
NM_001649,SHROOM2,0.101,0.25,0.462,-0.089,0.046,-0.036,-0.044
NM_001654,ARAF,-0.112,-0.002,-0.073,0.036,0.069,-0.035,-0.441
NM_001656,TRIM23,0.187,0.217,-0.769,-0.202,-0.728,0.034,0.145
NM_001659,ARF3,-0.333,0.136,0.17,0.22,0.05,0.097,0.232
NM_001660,ARF4,0.001,0.151,0.104,0.139,0.054,-0.062,0.159
NM_001661,ARL4D,-0.095,-0.036,0.216,-0.139,0.045,-0.074,0.056
NM_001664,RHOA,-0.137,0.01,-0.126,-0.291,0.189,-0.165,N/A
NM_001665,RHOG,0.055,-0.124,0.005,0.004,0.01,-0.045,-0.043
NM_001666,ARHGAP4,-0.019,-0.186,0.128,-0.224,-0.084,-0.125,0.234
NM_001667,ARL2,N/A,0.056,0.163,-0.023,0.234,-0.04,-0.439
NM_001670,ARVCF,0.158,-0.056,0.293,0.023,0.348,0.176,-0.142
NM_001677,ATP1B1,0.18,-0.084,-0.19,-0.219,-0.138,-0.26,-0.332
NM_001678,ATP1B2,-0.127,0.01,0.1,0,0.057,N/A,0.039
NM_001679,ATP1B3,0.026,0.04,-0.257,0.104,-0.017,0.01,0.046
NM_001685,ATP5J,0.125,0.101,0.095,-0.036,-0.126,0.053,0.023
NM_001686,ATP5B,0.031,-0.073,0.022,-0.351,-0.226,-0.059,N/A
NM_001688,ATP5F1,0.104,0.046,0.021,0.135,0.152,-0.115,N/A
NM_001693,ATP6V1B2,-0.356,0,-0.146,0.117,0.262,-0.317,0.008
NM_001694,ATP6V0C,-0.084,0.041,-0.128,0.052,0.079,0.014,0.195
NM_001695,ATP6V1C1,-0.095,0.044,-0.294,0.197,0.244,-0.086,-0.07
NM_001696,ATP6V1E1,-0.055,N/A,-0.003,-0.354,0.165,0.014,0.032
NM_001697,ATP5O,-0.039,0.084,-0.028,-0.011,0.088,0.04,0.105
NM_001698,AUH,-0.475,0.202,-0.057,-0.011,0.633,-0.171,0.122
NM_001699,AXL,0.048,-0.07,-0.235,-0.289,0.026,0.026,-0.503
NM_001706,BCL6,0.113,-0.195,-0.116,0.037,0.273,0.013,0.039
NM_001707,BCL7B,-0.126,0.145,0.288,0.384,0.059,0,-0.01
NM_001711,BGN,-0.003,0.03,0.026,-0.087,0.122,-0.1,-0.019
NM_001719,BMP7,-0.037,0.088,-0.095,-0.155,0.025,0.387,0.039
NM_001720,BMP8B,-0.071,-0.121,-0.087,-0.102,-0.035,0.064,-0.065
NM_001722,POLR3D,-0.085,0.025,0.024,-0.166,0.194,-0.192,-0.085
NM_001724,BPGM,-0.018,-0.162,-0.064,0.14,0.061,0.041,0.044
NM_001727,BRS3,-0.131,-0.08,-0.05,-0.059,0.183,-0.112,0.126
NM_001728,BSG,0.106,0.065,0.024,-0.139,0.033,0.067,-0.067
NM_001731,BTG1,-0.376,-0.356,-0.031,0.471,0.928,0.141,0.544
NM_001743,CALM2,-0.094,-0.229,-0.139,-0.202,-0.223,-0.1,0.164
NM_001744,CAMK4,-0.029,0.112,0.011,-0.006,-0.383,-0.079,-0.091
NM_001745,CAMLG,0.24,-0.025,0.118,0.071,0.311,-0.126,-0.204
NM_001747,CAPG,-0.022,0.031,0.048,-0.287,0.069,0.057,-0.056
NM_001749,CAPNS1,-0.094,0.045,-0.027,-0.074,0.243,0.043,0.083
NM_001752,CAT,0.383,-0.114,0.1,-0.089,-0.198,-0.001,-0.025
NM_001753,CAV1,0.793,-0.171,-0.1,-0.509,-0.329,0.015,-0.128
NM_001755,CBFB,-0.074,-0.15,0.177,-0.166,-1.276,0.291,-0.214
NM_001756,SERPINA6,0.044,-0.093,-0.105,-0.086,0.011,0.022,0.044
NM_001761,CCNF,-0.315,0.196,-0.179,0.04,-0.103,-0.415,-0.397
NM_001769,CD9,0.039,0.071,0.2,0.008,-0.215,0.013,0.115
NM_001771,CD22,-0.044,-0.035,0.034,-0.052,0.099,-0.051,0.022
NM_001772,CD33,N/A,0.026,0.002,-0.194,0.031,0.059,N/A
NM_001777,CD47,-0.051,-0.16,0.002,0.203,-0.327,0.081,0.084
NM_001779,CD58,0.009,-0.15,-0.343,-0.018,-0.217,0.119,0.386
NM_001785,CDA,-0.035,-0.047,0.233,0.082,0.188,0.033,0.125
NM_001786,CDC2,-0.08,0.095,-0.225,0.316,-0.248,0.291,-0.186
NM_001788,7-Sep,-0.094,-0.164,-0.133,-0.232,-0.329,-0.039,0.189
NM_001793,CDH3,0.084,-0.013,0.312,-0.112,0.113,-0.058,0.046
NM_001798,CDK2,0.287,-0.055,-0.081,-0.378,0.108,0.03,-0.816
NM_001800,CDKN2D,-0.069,-0.33,-0.14,-0.17,-0.509,0.064,-0.302
NM_001802,CDR2,-0.069,-0.012,0.052,-0.284,-0.19,-0.292,0.164
NM_001806,CEBPG,-0.318,0.119,0.027,0.142,-0.134,-0.141,0.063
NM_001812,CENPC1,0.073,-0.038,-0.193,0.292,-0.018,0.132,-0.179
NM_001813,CENPE,0.042,0.111,-0.278,0.764,-0.291,0.149,-0.055
NM_001814,CTSC,0.264,0.105,0.022,-0.095,-0.23,0.194,-0.143
NM_001823,CKB,0.099,0.217,0.145,-0.277,0.002,-0.199,-0.026
NM_001826,CKS1B,-0.207,0.04,-0.262,0.13,0.155,-0.026,N/A
NM_001827,CKS2,-0.414,-0.061,-0.393,0.426,-0.042,0.133,N/A
NM_001829,CLCN3,-0.264,0.062,0.183,0.103,0.108,-0.167,0.003
NM_001834,CLTB,-0.146,-0.041,0.111,-0.099,-0.091,-0.052,-0.19
NM_001839,CNN3,0.158,0.226,0.041,-0.368,-0.027,-0.022,-0.028
NM_001848,COL6A1,0.083,-0.069,0.126,-0.116,0.158,-0.024,0.066
NM_001849,COL6A2,0.012,0.062,N/A,-0.079,0.077,0.089,0.026
NM_001853,COL9A3,0.026,-0.108,-0.108,-0.147,0.018,-0.101,0.207
NM_001856,COL16A1,-0.051,-0.006,0.039,-0.014,0.102,0,0.039
NM_001859,SLC31A1,-0.057,0.201,0.148,0.191,-0.168,0.017,0.184
NM_001860,SLC31A2,0.078,0.199,0.097,-0.141,0.222,-0.371,-0.296
NM_001861,COX4I1,0.058,0.131,0.044,-0.157,0.175,0.025,N/A
NM_001862,COX5B,-0.162,0.024,0.013,0.087,0.272,0.042,0.144
NM_001863,COX6B1,0.01,0.128,-0.006,0.094,0.383,-0.068,-0.071
NM_001866,COX7B,0.025,0.046,0.016,0.04,0.376,-0.003,-0.025
NM_001867,COX7C,0.141,-0.076,-0.144,0.169,0.082,-0.007,N/A
NM_001873,CPE,0.441,0.083,-0.131,-0.017,-0.122,0.138,-0.152
NM_001878,CRABP2,-0.058,0.215,-0.06,-0.174,-0.083,-0.045,0.096
NM_001880,ATF2,0.141,0.221,-0.049,0.203,-0.029,0.033,0.121
NM_001881,CREM,-0.127,0.235,-0.005,0.019,0.577,-0.199,0.125
NM_001887,CRYBB1,-0.102,-0.101,-0.08,-0.149,0.079,0.172,N/A
NM_001895,CSNK2A1,0.089,0.139,0.153,-0.19,0.103,-0.309,-0.206
NM_001896,CSNK2A2,-0.177,0.309,0.095,-0.116,0.172,0.127,0.105
NM_001899,CST4,0.029,-0.058,0.041,-0.012,0.024,0.072,0.068
NM_001901,CTGF,0.824,-0.044,-0.438,-0.041,-0.339,0.172,-0.207
NM_001903,CTNNA1,-0.025,0.05,-0.003,-0.107,0.191,-0.009,0.015
NM_001905,CTPS,0.104,0.074,-0.14,-0.001,-0.015,-0.317,-0.056
NM_001907,CTRL,-0.12,0.083,0.049,0.073,0.14,-0.054,0.323
NM_001908,CTSB,0.163,0,0.015,-0.262,-0.01,-0.116,-0.036
NM_001910,CTSE,-0.075,0.075,-0.037,0.007,0.077,0.022,N/A
NM_001911,CTSG,-0.096,-0.047,-0.004,0.048,0.204,0.021,0.056
NM_001914,CYB5A,0.349,-0.002,0.472,0.017,-0.407,0.01,-0.078
NM_001916,CYC1,-0.043,0.023,0.039,-0.066,0.034,0.101,-0.041
NM_001918,DBT,0.12,0.164,-0.17,0.257,-0.433,0.125,0.249
NM_001919,DCI,-0.218,0.076,0.086,-0.217,0.093,-0.039,0.162
NM_001923,DDB1,0.051,0.05,0.005,0.009,0.203,-0.02,-0.027
NM_001924,GADD45A,0.014,0.209,0.147,-0.231,0.438,0.279,0.147
NM_001927,DES,0.023,-0.135,0.123,-0.206,0,-0.127,-0.058
NM_001928,CFD,0.028,-0.048,-0.097,-0.387,0.078,0.119,0.141
NM_001931,DLAT,-0.096,0.007,-0.178,0.117,-0.061,-0.16,0.217
NM_001933,DLST,0.294,0.393,-0.152,-0.379,-0.057,0.021,0.001
NM_001938,DR1,-0.267,0.242,-0.656,0.012,0.047,0.097,0.081
NM_001943,DSG2,0.158,0.092,-0.045,0.071,0.103,-0.316,0.172
NM_001945,HBEGF,-0.101,0.027,-0.051,0.23,-0.038,0,0.198
NM_001949,E2F3,0.202,0.392,-0.173,-0.146,0.018,0.194,-0.433
NM_001950,E2F4,0.114,N/A,-0.152,-0.028,0.155,-0.128,-0.26
NM_001955,EDN1,0.748,-0.234,0.372,-0.238,0.514,-0.184,N/A
NM_001958,EEF1A2,0.084,-0.036,0.127,-0.07,-0.515,-0.021,0.162
NM_001964,EGR1,-0.429,-0.436,0.195,0.899,-1.182,0.896,0.451
NM_001967,EIF4A2,0.12,0.107,0.04,-0.004,0.471,0.06,-0.14
NM_001969,EIF5,-0.015,0.115,-0.33,0.115,-0.126,0.091,-0.22
NM_001974,EMR1,N/A,N/A,-0.045,-0.001,0.052,0.03,N/A
NM_001979,EPHX2,0.558,0.043,0.251,-0.039,0.09,0.045,0.366
NM_001981,EPS15,-0.037,0.074,-0.029,-0.047,0.012,-0.236,0.196
NM_001983,ERCC1,-0.021,-0.041,0.027,-0.246,N/A,0.133,0.088
NM_001984,ESD,0.141,0.013,-0.284,0.419,-0.009,-0.035,-0.02
NM_001985,ETFB,0.062,-0.029,0.165,-0.161,0.063,-0.09,-0.01
NM_001987,ETV6,0.098,-0.045,-0.093,-0.042,0.13,-0.017,0.022
NM_001988,EVPL,0.015,-0.01,-0.047,-0.039,0.024,0.025,0.022
NM_001990,EYA3,N/A,-0.019,0.022,-0.086,0.037,N/A,0.098
NM_001991,EZH1,0.452,-0.333,0.124,0.213,0.414,-0.008,-0.091
NM_001993,F3,0.293,-0.602,0.035,-0.436,-0.168,0.102,-0.181
NM_001995,ACSL1,0.04,0.124,0.3,0.128,-0.484,0.119,-0.186
NM_002002,FCER2,0.063,-0.07,-0.014,-0.008,0.066,-0.022,-0.068
NM_002010,FGF9,-0.305,0.16,0.3,-0.204,-0.155,0.123,0.043
NM_002013,FKBP3,0.051,0.103,-0.019,0.057,0.05,-0.198,0.088
NM_002014,FKBP4,0.016,0.133,0.007,-0.114,-0.166,0.002,0.038
NM_002015,FOXO1,0.636,0.239,0.399,0.34,0.084,0.002,-0.569
NM_002018,FLII,0.062,-0.169,0.111,-0.134,0.201,-0.166,-0.146
NM_002024,FMR1,0.142,-0.004,-0.267,0.052,-0.227,0.015,0.109
NM_002028,FNTB,-0.077,0.074,-0.104,-0.58,0.105,-0.278,-0.299
NM_002035,KDSR,-0.496,-0.041,0.373,-0.493,0.048,0.166,-0.152
NM_002040,GABPA,0.062,0.036,-0.073,0.012,-0.046,-0.153,0.045
NM_002042,GABRR1,-0.062,-0.047,0.054,-0.187,-0.008,N/A,N/A
NM_002046,GAPDH,-0.188,-0.089,0.011,-0.23,0.1,-0.057,N/A
NM_002047,GARS,-0.435,0.052,0.003,-0.074,0.355,-0.144,0.272
NM_002049,GATA1,N/A,-0.055,N/A,-0.045,0.091,-0.013,0.129
NM_002056,GFPT1,-0.633,0.095,-0.376,0.181,-0.277,-0.04,0.131
NM_002061,GCLM,0.066,-0.105,-0.034,-0.132,-0.178,-0.037,-0.127
NM_002064,GLRX,0.603,0.464,0.273,0.246,0.456,0.131,0.942
NM_002067,GNA11,0.089,-0.365,0.108,-0.073,-0.059,-0.001,-0.101
NM_002069,GNAI1,-0.094,0.055,-0.197,0.014,0.476,-0.132,0.09
NM_002070,GNAI2,-0.108,0.057,-0.098,-0.165,0.31,0.1,0.065
NM_002071,GNAL,0.088,-0.026,0.109,-0.01,-0.102,-0.019,-0.004
NM_002074,GNB1,N/A,N/A,-0.201,-0.16,0.01,-0.049,0.116
NM_002075,GNB3,-0.007,-0.029,-0.019,-0.042,N/A,-0.082,0.021
NM_002077,GOLGA1,-0.049,-0.446,-0.04,-0.154,-0.115,0.172,0.295
NM_002078,GOLGA4,0.077,0.13,0.17,-0.391,-0.077,-0.21,0.105
NM_002079,GOT1,-0.307,0.063,-0.301,0.099,-0.098,0.155,0.266
NM_002080,GOT2,0.011,0.114,0.206,-0.001,-0.042,-0.082,-0.113
NM_002081,GPC1,N/A,0.082,-0.07,-0.354,0.163,-0.152,-0.299
NM_002086,GRB2,-0.159,-0.078,-0.293,0.045,-0.063,0.133,0.045
NM_002088,GRIK5,-0.018,-0.074,0.044,-0.046,0.049,0.04,N/A
NM_002092,GRSF1,0.274,-0.016,-0.342,-0.192,0.066,-0.141,-0.07
NM_002093,GSK3B,-0.109,0.062,-0.119,0.059,0.179,0.06,-0.118
NM_002095,GTF2E2,-0.001,-0.197,0.103,0.145,-0.022,-0.079,0.067
NM_002096,GTF2F1,-0.087,0.027,0.044,-0.112,0.228,-0.063,-0.007
NM_002098,GUCA1B,-0.079,0.147,0.062,0.112,-0.133,0.059,0.329
NM_002103,GYS1,-0.181,-0.013,0.155,-0.196,0.201,-0.111,0.172
NM_002106,H2AFZ,N/A,N/A,-0.137,-0.027,-0.931,-0.028,N/A
NM_002109,HARS,-0.231,-0.15,0.066,0.002,0.084,0.103,-0.001
NM_002111,HTT,-0.055,0.085,N/A,0.265,0.48,0.21,0.058
NM_002116,HLA-A,0.097,-0.053,0.134,-0.137,0.159,-0.121,-0.094
NM_002128,HMGB1,N/A,N/A,-0.785,-0.259,-0.157,0.089,0.04
NM_002130,HMGCS1,0.019,0.018,0.169,-0.18,-0.46,-0.2,0.379
NM_002133,HMOX1,0.293,-0.045,0.156,-1.351,-0.144,0.379,-0.232
NM_002139,RBMX,-0.083,0.14,-0.373,-0.207,0.113,0.047,-0.061
NM_002140,HNRNPK,0.524,-0.004,-0.451,-0.222,-0.192,-0.021,-0.173
NM_002147,HOXB5,0.419,-0.213,-0.065,0.388,-0.112,0.288,-0.157
NM_002150,HPD,-0.092,-0.055,N/A,N/A,0.168,-0.004,N/A
NM_002154,HSPA4,-0.128,0.04,0.184,0.011,-0.087,0.015,0.117
NM_002161,IARS,-0.211,0.181,-0.119,0.027,0.266,-0.184,0.089
NM_002162,ICAM3,-0.042,0.118,0.317,-0.012,-0.22,0.083,0.101
NM_002165,ID1,0.709,-0.289,-0.215,-0.621,-0.695,-0.326,-0.179
NM_002166,ID2,0.357,-0.067,-0.332,0.129,-0.589,-0.484,0.292
NM_002167,ID3,0.626,-0.286,-0.103,-0.193,-0.6,-0.281,-0.037
NM_002168,IDH2,0.286,-0.171,0.369,-0.049,-0.439,-0.032,-0.029
NM_002178,IGFBP6,-0.332,0.277,-0.158,-0.357,0.217,0.073,0.313
NM_002180,IGHMBP2,0.104,-0.09,0.028,0.026,-0.025,0.049,-0.075
NM_002184,IL6ST,0.084,0.113,0.099,0.317,-0.467,0.18,0.197
NM_002191,INHA,0.006,-0.027,-0.044,-0.046,0.16,-0.009,-0.009
NM_002193,INHBB,-0.017,N/A,0.111,-0.294,-0.342,0.433,N/A
NM_002197,ACO1,0,0.21,-0.465,0.124,0.034,0.072,0.005
NM_002198,IRF1,0.23,-0.186,-0.133,-0.006,-0.034,0.187,0.17
NM_002199,IRF2,0.419,-0.453,0.002,0.121,-0.054,-0.149,N/A
NM_002201,ISG20,0.442,0.001,-0.214,0.273,-0.097,0.118,N/A
NM_002203,ITGA2,-0.114,-0.289,0.549,0.186,-0.014,0.093,0.196
NM_002204,ITGA3,-0.15,0.033,-0.069,-0.371,0.208,-0.006,0.122
NM_002208,ITGAE,-0.146,-0.011,-0.008,-0.04,-0.112,0.17,0.181
NM_002213,ITGB5,0.406,-0.014,0.04,-0.105,0.07,-0.087,0.048
NM_002218,ITIH4,-0.091,-0.071,0.084,-0.182,-0.123,0.016,0.093
NM_002220,ITPKA,-0.188,0.23,0.158,-0.027,-0.251,0.493,0.091
NM_002221,ITPKB,0.119,-0.143,0.067,-0.025,-0.154,0.341,-0.113
NM_002224,ITPR3,0.194,-0.049,0.207,-0.133,0.142,-0.274,-0.351
NM_002225,IVD,-0.018,0.049,-0.082,-0.106,0.122,0.083,-0.03
NM_002226,JAG2,-0.074,-0.056,0.218,-0.031,0.009,0.086,0.051
NM_002227,JAK1,0.289,-0.429,N/A,N/A,N/A,0.019,-0.077
NM_002230,JUP,-0.104,-0.017,-0.236,0.017,0.499,-0.081,0.066
NM_002237,KCNG1,-0.08,0.108,0.124,0.026,0.073,0.028,0.19
NM_002245,KCNK1,-0.037,-0.224,0.277,0.21,-0.165,0.016,-0.274
NM_002250,KCNN4,-1.022,-0.342,-0.008,-0.55,0.114,0.496,-0.315
NM_002252,KCNS3,-0.048,0.143,0.37,0.227,-0.87,-0.088,-0.117
NM_002260,KLRC2,-0.105,0.065,N/A,N/A,-0.009,-0.081,0.42
NM_002264,KPNA1,-0.08,0.03,0.028,0.201,0.105,0.042,0.074
NM_002267,KPNA3,-0.202,-0.069,-0.051,0.079,-0.143,-0.102,-0.296
NM_002268,KPNA4,-0.136,-0.017,-0.293,0.114,-0.193,0.062,-0.28
NM_002271,IPO5,0.067,0.186,-0.322,-0.218,0.023,-0.053,-0.027
NM_002273,KRT8,0.327,0.01,0.063,-0.369,-0.27,0.026,N/A
NM_002275,KRT15,-0.162,0.076,0.385,-0.081,0.195,0.046,-0.15
NM_002276,KRT19,N/A,-0.093,0.057,-0.167,0.195,-0.058,N/A
NM_002277,KRT31,-0.022,0.022,0.03,-0.108,0.088,-0.078,-0.005
NM_002278,KRT32,-0.121,0.125,0.076,-0.124,N/A,0.042,-0.085
NM_002282,KRT83,-0.068,-0.056,0.01,0,0.035,0.046,0.079
NM_002284,KRT86,0.124,0.012,-0.008,-0.158,0.061,0.03,-0.033
NM_002287,LAIR1,-0.087,0.028,0.048,-0.115,0.125,-0.056,0.026
NM_002291,LAMB1,0.128,0.056,0.243,-0.094,-0.232,0.119,0.175
NM_002292,LAMB2,0.074,-0.131,0.009,-0.097,0.231,-0.018,-0.014
NM_002293,LAMC1,-0.027,-0.324,0.208,-0.192,0.229,-0.342,0.033
NM_002295,RPSA,N/A,-0.277,-0.021,0.016,0.379,-0.192,N/A
NM_002305,LGALS1,-0.106,-0.006,-0.292,-0.254,0.007,0.064,N/A
NM_002306,LGALS3,0.083,-0.074,0.089,-0.087,-0.122,-0.01,0.077
NM_002308,LGALS9,0.134,-0.065,N/A,N/A,0.051,0.012,-0.05
NM_002309,LIF,0.122,-0.356,0.171,-0.306,-0.197,0.186,0.055
NM_002314,LIMK1,0.281,-0.629,0.305,-0.041,-0.267,0.062,-0.032
NM_002318,LOXL2,-0.04,-0.086,0.272,-0.101,-0.236,0.224,0.106
NM_002319,LRCH4,-0.021,-0.186,-0.306,0.277,0.351,0.152,-0.11
NM_002333,LRP3,0.003,0.221,0.295,-0.002,-0.268,0.351,-0.112
NM_002334,LRP4,0.002,-0.166,0.178,-0.321,-0.328,0.218,0.07
NM_002335,LRP5,N/A,N/A,0.315,-0.4,-0.252,0.06,N/A
NM_002336,LRP6,-0.023,-0.084,0.088,0.044,0.101,-0.14,0.134
NM_002337,LRPAP1,N/A,-0.08,0.076,-0.508,-0.129,0.094,-0.137
NM_002342,LTBR,-0.065,-0.232,-0.007,-0.303,0.087,-0.014,0.143
NM_002354,EPCAM,N/A,N/A,N/A,0.234,-0.094,-0.015,0.057
NM_002355,M6PR,-0.098,-0.514,-0.056,0.031,-0.003,0.039,0.078
NM_002356,MARCKS,0.297,-0.011,-0.427,-0.726,0.182,0.06,0.148
NM_002357,MXD1,0.294,-0.475,0.195,0.438,0.756,-0.162,N/A
NM_002358,MAD2L1,-0.033,0.152,0.067,0.069,-0.631,0.243,-0.034
NM_002364,MAGEB2,-0.003,-0.156,-0.021,0.161,0.025,-0.048,0.129
NM_002370,MAGOH,-0.23,0.237,-0.192,-0.561,0.166,0.211,0.118
NM_002388,MCM3,-0.288,N/A,-0.324,-0.069,-0.842,-0.197,-0.046
NM_002391,MDK,0.019,0.052,-0.052,-0.234,-0.092,-0.078,0.111
NM_002394,SLC3A2,-0.222,0.278,0.121,-0.116,-0.098,0.086,0.161
NM_002395,ME1,0.07,-0.025,-0.004,-0.186,0.046,-0.083,0.099
NM_002396,ME2,0.239,-0.056,-0.4,0.031,-0.085,-0.185,0.109
NM_002399,MEIS2,0.233,0.125,-0.044,0.448,-0.228,-0.148,-0.075
NM_002402,MEST,0.307,0.243,-0.024,0.114,-0.078,-0.113,0.048
NM_002405,MFNG,-0.088,0.057,-0.146,-0.019,0.357,0.017,N/A
NM_002412,MGMT,0.063,-0.015,0.048,-0.126,0.002,0.242,0.074
NM_002415,MIF,-0.075,-0.005,0.021,-0.036,0.142,-0.004,N/A
NM_002417,MKI67,0.119,-0.195,0.07,0.056,-0.106,-0.038,-0.499
NM_002419,MAP3K11,-0.162,-0.06,0.111,0.051,0.084,0.153,0.077
NM_002428,MMP15,0.06,0.046,0.345,-0.135,-0.274,0.092,0.137
NM_002431,MNAT1,0.138,0.181,-0.129,0.099,0.082,0.03,-0.016
NM_002434,MPG,0.242,-0.028,0.174,0.05,-0.166,-0.007,0.117
NM_002435,MPI,0.106,0.119,0.153,-0.079,0.099,0.097,0.196
NM_002436,MPP1,0.141,0.116,0.138,-0.064,-0.234,0.064,-0.183
NM_002437,MPV17,-0.131,0.137,0.118,0.056,0.224,-0.109,0.123
NM_002442,MSI1,-0.096,0.198,0.164,-0.001,0.039,0.069,0.004
NM_002444,MSN,0.119,-0.127,-0.068,-0.799,-0.48,0.118,0.002
NM_002446,MAP3K10,-0.099,0.004,0.188,0.171,0.267,0.085,N/A
NM_002447,MST1R,-0.135,-0.24,0.137,0.048,0.11,0.09,0.007
NM_002448,MSX1,0.033,0.24,-0.041,-0.372,0.701,0.311,-0.036
NM_002449,MSX2,N/A,-0.074,-0.047,-0.107,0.118,-0.226,0.082
NM_002454,MTRR,0.082,0.119,0.082,0.173,-0.3,0.263,0.269
NM_002461,MVD,-0.154,0.049,0.212,-0.293,-0.171,-0.124,0.221
NM_002466,MYBL2,0.055,0.212,0.083,-0.042,0.092,-0.056,-0.491
NM_002468,MYD88,0.193,0.026,0.13,-0.148,0.273,-0.561,0.097
NM_002470,MYH3,-0.019,0.052,0.092,0.116,0.387,0.268,N/A
NM_002473,MYH9,0.155,-0.154,0.117,-0.191,-0.179,-0.074,-0.839
NM_002475,MYL6B,-0.105,0.007,0.168,-0.216,0.113,-0.057,0.13
NM_002484,NUBP1,-0.018,-0.446,0.083,-0.171,-0.213,-0.016,0.045
NM_002485,NBN,-0.09,0.224,0.016,0.009,-0.979,-0.14,0.227
NM_002486,NCBP1,0.014,0.082,-0.067,-0.692,-0.545,-0.298,0.026
NM_002488,NDUFA2,-0.177,0.1,0.021,0.276,0.28,0.027,0.218
NM_002489,NDUFA4,-0.201,0.122,-0.092,0.252,0.211,0.151,0.136
NM_002490,NDUFA6,0.064,0.036,-0.002,0.05,-0.043,0.15,-0.023
NM_002491,NDUFB3,0.158,-0.029,-0.028,0.157,0.236,0.012,-0.262
NM_002492,NDUFB5,0.079,-0.075,-0.107,-0.057,0.009,-0.025,0.157
NM_002493,NDUFB6,0.041,0.067,-0.018,0.116,0.063,0.013,0.1
NM_002494,NDUFC1,0.103,0.044,-0.082,0.077,0.042,0.011,0.041
NM_002495,NDUFS4,0.075,0.019,0.042,-0.163,0.096,0.041,0.013
NM_002496,NDUFS8,-0.104,0.022,0.039,0.056,0.047,0.014,0.136
NM_002497,NEK2,-0.088,0.002,-0.385,0.31,-0.256,0.188,-0.037
NM_002499,NEO1,0.014,-0.045,0.24,0.054,-0.272,-0.048,0.123
NM_002508,NID1,N/A,0.022,-0.01,-0.042,N/A,-0.015,N/A
NM_002513,NME3,0,0.002,0.057,-0.367,-0.03,-0.199,0.183
NM_002514,NOV,-0.004,-0.119,-0.219,-0.351,0.17,0.029,0.12
NM_002517,NPAS1,-0.097,0.003,0.065,-0.034,0.165,-0.067,0.044
NM_002518,NPAS2,0.073,-0.519,N/A,N/A,N/A,0.055,-0.575
NM_002519,NPAT,-0.023,-0.258,-0.226,-0.036,-0.056,-0.163,0.047
NM_002524,NRAS,0.147,0.125,-0.165,0.121,-0.083,-0.827,-0.002
NM_002526,NT5E,0.11,-0.259,-0.042,0.202,-0.214,0.45,0.141
NM_002528,NTHL1,0.045,0.049,0.17,-0.311,-0.023,-0.133,0.03
NM_002531,NTSR1,-0.116,-0.356,0.244,-0.266,-0.235,0.254,0.304
NM_002532,NUP88,-0.03,-0.021,-0.074,0.002,-0.002,-0.098,0.01
NM_002533,NVL,-0.102,0.145,-0.104,0.071,0.07,0.111,0.1
NM_002539,ODC1,-0.742,0.2,0.04,-0.582,0.177,-0.218,N/A
NM_002553,ORC5L,-0.058,0.13,0.05,0.237,0.007,0.035,0.101
NM_002556,OSBP,-0.021,0.024,-0.063,-0.071,0.178,0.013,-0.06
NM_002557,OVGP1,-0.055,-0.034,0.235,N/A,0.197,-0.152,N/A
NM_002560,P2RX4,0.276,-0.596,-0.078,-0.141,-0.331,0.266,-0.027
NM_002566,P2RY11,-0.088,0.059,0.068,-0.09,0.079,0.014,0.065
NM_002567,PEBP1,0.072,-0.003,-0.018,-0.169,0.029,0.004,0.123
NM_002568,PABPC1,N/A,N/A,-0.274,0.36,0.55,-0.4,N/A
NM_002569,FURIN,-0.386,-0.352,0.349,-0.28,-0.29,0.136,-0.638
NM_002572,PAFAH1B2,-0.161,-0.184,-0.57,0.076,0.002,0.164,0.097
NM_002573,PAFAH1B3,-0.013,0.013,0.004,-0.135,-0.048,-0.062,0.125
NM_002577,PAK2,-0.056,-0.075,-0.04,-0.03,-0.019,0.041,-0.061
NM_002580,REG3A,-0.044,-0.216,-0.029,-0.121,0.017,-0.057,0.121
NM_002582,PARN,0.003,0.064,0.226,0.37,-0.232,0.209,0.128
NM_002583,PAWR,0.079,0.094,-0.218,-0.044,-0.14,-0.022,-0.462
NM_002585,PBX1,-0.016,N/A,0.012,N/A,0.051,N/A,0.003
NM_002587,PCDH1,-0.218,0.007,0.164,-0.176,0.252,0.111,0.012
NM_002592,PCNA,-0.136,0.084,-0.067,0.068,0.16,-0.168,N/A
NM_002593,PCOLCE,N/A,N/A,-0.04,-0.111,0.115,-0.03,0.086
